iter	MultiClass
236	1.491836453
237	1.486153564
238	1.482220443
239	1.478089428
240	1.473918766
241	1.470047428
242	1.465139558
243	1.462149327
244	1.457851979
245	1.453386342
246	1.449655772
247	1.446864003
248	1.442876061
249	1.437821019
250	1.433911724
251	1.432119661
252	1.427679718
253	1.423498792
254	1.419229066
255	1.4143131
256	1.40924603
257	1.40581442
258	1.401659802
259	1.396553498
260	1.391840074
261	1.387731173
262	1.382496493
263	1.378816758
264	1.375360036
265	1.371463409
266	1.368122662
267	1.36233105
268	1.35808731
269	1.355665867
270	1.35045951
271	1.345485968
272	1.34216243
273	1.337816949
274	1.335546956
275	1.330914649
276	1.327234911
277	1.323972342
278	1.320148379
279	1.315962879
280	1.312195952
281	1.310624652
282	1.306828795
283	1.304324128
284	1.300463799
285	1.296301179
286	1.292944027
287	1.289111085
288	1.285259889
289	1.282311737
290	1.278143791
291	1.274049642
292	1.269693484
293	1.265414081
294	1.2617768
295	1.258545999
296	1.254832406
297	1.250168286
298	1.245285117
299	1.242511603
300	1.238439223
301	1.234742958
302	1.230712351
303	1.227597455
304	1.223688126
305	1.219766023
306	1.217628854
307	1.215292939
308	1.211600355
309	1.208354754
310	1.204017101
311	1.199378362
312	1.197458692
313	1.193434895
314	1.189575611
315	1.186024954
316	1.182028022
317	1.179092762
318	1.175439628
319	1.172336667
320	1.169957086
321	1.166018581
322	1.163096284
323	1.159309388
324	1.157149099
325	1.154069062
326	1.151848712
327	1.147855087
328	1.144538027
329	1.141557008
330	1.137728292
331	1.133809639
332	1.131144432
333	1.127201963
334	1.126028322
335	1.122748219
336	1.118583177
337	1.116114086
338	1.113313678
339	1.109284936
340	1.106447066
341	1.103820869
342	1.100991891
343	1.098304837
344	1.095241832
345	1.09248872
346	1.089561649
347	1.08602333
348	1.083921086
349	1.080471726
350	1.077173636
351	1.07529773
352	1.071206636
353	1.067878672
354	1.065284017
355	1.064163098
356	1.060886852
357	1.059163307
358	1.05561091
359	1.052549614
360	1.048692817
361	1.045889841
362	1.042953534
363	1.040372757
364	1.037521872
365	1.035167538
366	1.033005108
367	1.030019765
368	1.028047257
369	1.024631772
370	1.021988546
371	1.019210335
372	1.016797173
373	1.013759443
374	1.011601971
375	1.007917716
376	1.0057321
377	1.002036911
378	1.000333031
379	0.9972714845
380	0.9937418857
381	0.9906326595
382	0.9879464026
383	0.9856159943
384	0.9830251004
385	0.9798479754
386	0.9772646992
387	0.9744806474
388	0.971945774
389	0.9695941662
390	0.9678033191
391	0.9651946301
392	0.9637548581
393	0.9622748163
394	0.9596879937
395	0.9572688116
396	0.9544002838
397	0.9511647727
398	0.9487982831
399	0.9466704335
400	0.9447129759
401	0.9425935415
402	0.9399476473
403	0.9377965626
404	0.9359968876
405	0.9331519363
406	0.9306386472
407	0.9278027808
408	0.9253730539
409	0.9226004351
410	0.9199622255
411	0.9174283702
412	0.9148232431
413	0.9118535276
414	0.9091903388
415	0.9064657031
416	0.9042784693
417	0.9024092487
418	0.8998859101
419	0.8983780593
420	0.8956865768
421	0.8931947304
422	0.8905079108
423	0.8898948656
424	0.8877795732
425	0.8853070325
426	0.8826644897
427	0.8805117255
428	0.8777601472
429	0.8754891902
430	0.8731205656
431	0.8710334873
432	0.8690536546
433	0.8666548504
434	0.8655188743
435	0.8640812056
436	0.8618566378
437	0.8604151688
438	0.8579512
439	0.8564090394
440	0.8541136044
441	0.8522826274
442	0.8500086918
443	0.8477119184
444	0.8458048818
445	0.8438346495
446	0.8428313056
447	0.8402452789
448	0.8380963173
449	0.8366311446
450	0.8349613659
451	0.8322754889
452	0.8300716628
453	0.8275153018
454	0.8254979261
455	0.8238042369
456	0.8220254703
457	0.8208617719
458	0.8192844701
459	0.8175708025
460	0.8168327065
461	0.8144954413
462	0.8132498568
463	0.810606599
464	0.8084138462
465	0.8065775249
466	0.8043919083
467	0.801975698
468	0.8005105129
469	0.7993771038
470	0.7975513464
471	0.7956165189
472	0.7933411598
473	0.7911131806
474	0.7898493481
475	0.787776458
476	0.7858193537
477	0.7850496178
478	0.7837498019
479	0.7814864905
480	0.7797378459
481	0.7777199051
482	0.7759296666
483	0.7747020611
484	0.7727784792
485	0.7709338433
486	0.7691007632
487	0.7676532401
488	0.7658593367
489	0.7640369828
490	0.7617995286
491	0.7606989249
492	0.7593421986
493	0.7583971865
494	0.7565332352
495	0.7543495674
496	0.7528887537
497	0.7509731113
498	0.7490373319
499	0.7478000739
500	0.7459788785
501	0.7437138805
502	0.7421474597
503	0.7407132504
504	0.7394456021
505	0.7378666936
506	0.7363493949
507	0.7353423107
508	0.7343369226
509	0.7320272267
510	0.7307995587
511	0.7292697214
512	0.7275316532
513	0.7254319714
514	0.7238246791
515	0.7223286116
516	0.7203801173
517	0.7184997323
518	0.7169613276
519	0.7149305469
520	0.714265471
521	0.7128631329
522	0.7110144027
523	0.7097741023
524	0.7080137852
525	0.7063304155
526	0.7053402071
527	0.7045540683
528	0.7026897517
529	0.7006007423
530	0.6987209251
531	0.697127671
532	0.6953793486
533	0.6939945696
534	0.6927607153
535	0.6910571246
536	0.6898952229
537	0.6880902615
538	0.686432742
539	0.68529354
540	0.6843865764
541	0.6824533627
542	0.680589585
543	0.6792519133
544	0.677508758
545	0.6759196839
546	0.6751147836
547	0.673679885
548	0.6724229931
549	0.6710528615
550	0.669372525
551	0.6679555917
552	0.6668428161
553	0.6649218697
554	0.6638036811
555	0.6620120367
556	0.6612571111
557	0.6598389235
558	0.6583570273
559	0.657362724
560	0.6564026686
561	0.6551101766
562	0.653648453
563	0.6522523568
564	0.6509333248
565	0.6496820081
566	0.6480551204
567	0.6466103329
568	0.6454002762
569	0.6441086365
570	0.6424991971
571	0.6408440014
572	0.6391073676
573	0.6379469719
574	0.6364956685
575	0.6356115196
576	0.634427532
577	0.6335195047
578	0.6322969564
579	0.6311656837
580	0.6298111013
581	0.6288056179
582	0.6274164301
583	0.62662257
584	0.6258725116
585	0.6242027938
586	0.6234263776
587	0.6222226206
588	0.620991183
589	0.6197674803
590	0.6183482122
591	0.6170168237
592	0.6156396375
593	0.614689579
594	0.6134033088
595	0.6117673283
596	0.6101404295
597	0.6089555985
598	0.6079529517
599	0.6067244251
600	0.60559146
601	0.6048667083
602	0.6034398017
603	0.6019151826
604	0.6008289408
605	0.5999257828
606	0.5990306677
607	0.5983300132
608	0.5974003823
609	0.5961332319
610	0.5951446903
611	0.5939408566
612	0.5926067642
613	0.5917714261
614	0.590696483
615	0.5898222189
616	0.5885632809
617	0.5871383492
618	0.5861368588
619	0.5849326098
620	0.5842502064
621	0.5829133703
622	0.5822225701
623	0.5813505196
624	0.5803907678
625	0.5801388255
626	0.5792070349
627	0.5782076995
628	0.5770017371
629	0.5760316106
630	0.5751246297
631	0.5740005565
632	0.5732689891
633	0.5722626964
634	0.5713458561
635	0.5699132039
636	0.5683866654
637	0.5670625087
638	0.5658848214
639	0.5651023695
640	0.5638110405
641	0.562884716
642	0.5622797402
643	0.5610530685
644	0.5598906932
645	0.5590766486
646	0.5581038092
647	0.5573496307
648	0.5561575054
649	0.5549446342
650	0.5538091108
651	0.5525215203
652	0.5514568542
653	0.5507001904
654	0.5497519114
655	0.549064158
656	0.5482972792
657	0.5472942178
658	0.5466016021
659	0.5457603744
660	0.5448703543
661	0.5436681165
662	0.5425988628
663	0.5418064048
664	0.5405935701
665	0.5393363974
666	0.5380312044
667	0.5374893863
668	0.5366851731
669	0.5357672828
670	0.5346246092
671	0.5339768727
672	0.5331566496
673	0.5326744985
674	0.5318990725
675	0.5311270682
676	0.5301962543
677	0.5296969312
678	0.5287519863
679	0.5277669526
680	0.5267309575
681	0.5259479607
682	0.5252932204
683	0.524810885
684	0.523970859
685	0.5235967094
686	0.5227134257
687	0.522161035
688	0.5210920955
689	0.5199095374
690	0.5188429011
691	0.5180925876
692	0.5171304512
693	0.5164778696
694	0.5155281371
695	0.5148135997
696	0.5138369005
697	0.5130499185
698	0.5119434979
699	0.5115161391
700	0.5105167311
701	0.5094481911
702	0.5090556022
703	0.5082999839
704	0.5075520621
705	0.5069147739
706	0.5060599155
707	0.5052396292
708	0.5043794348
709	0.5038725521
710	0.503191689
711	0.5022765691
712	0.5012898205
713	0.500507992
714	0.4994236423
715	0.4986897987
716	0.4981146201
717	0.4973857869
718	0.4964973212
719	0.4962911963
720	0.4956972686
721	0.494881461
722	0.4939243003
723	0.4929956998
724	0.4921961749
725	0.4912343502
726	0.4902160639
727	0.4896415934
728	0.488605221
729	0.4874521756
730	0.4866162561
731	0.4857542414
732	0.4847005409
733	0.4840399576
734	0.4833760759
735	0.4823406992
736	0.4815927451
737	0.4812455246
738	0.480437555
739	0.4799549529
740	0.4794387173
741	0.478518418
742	0.4777063902
743	0.4768380898
744	0.4760310435
745	0.4750858746
746	0.4742439231
747	0.4736153198
748	0.47289387
749	0.4724951312
750	0.4719672635
751	0.471034192
752	0.4703035621
753	0.4693622038
754	0.4689011501
755	0.4680840258
756	0.4672338278
757	0.4664109055
758	0.4654596478
759	0.4647995036
760	0.4640745692
761	0.463501335
762	0.4626808308
763	0.4620535034
764	0.4611942924
765	0.4605726807
766	0.4597488991
767	0.4589911303
768	0.458450964
769	0.4577715006
770	0.4571807189
771	0.456691922
772	0.4560720317
773	0.4554644779
774	0.4545763472
775	0.4540492475
776	0.4535108024
777	0.4528814382
778	0.4518862923
779	0.4509025543
780	0.4503560456
781	0.4494167738
782	0.4484201893
783	0.4474843381
784	0.4465231133
785	0.4458877587
786	0.4450526906
787	0.4445341221
788	0.4436792829
789	0.4427982083
790	0.4419893116
791	0.441333961
792	0.441020818
793	0.4405205794
794	0.4396334206
795	0.4391892245
796	0.4383372103
797	0.4375768564
798	0.437203825
799	0.436428387
800	0.4358834239
801	0.435061381
802	0.4344375711
803	0.4337511397
804	0.4331271393
805	0.432539666
806	0.4318592967
807	0.431155059
808	0.4304158544
809	0.4297134536
810	0.4290083857
811	0.4284907372
812	0.4276750342
813	0.4272670106
814	0.4269759903
815	0.4265268692
816	0.4257201843
817	0.425143691
818	0.4246637514
819	0.424175658
820	0.4234227479
821	0.422835565
822	0.4220448905
823	0.4214812248
824	0.4207013253
825	0.4201305983
826	0.4196014661
827	0.4189677101
828	0.4185667389
829	0.4180510284
830	0.4174399264
831	0.4169748892
832	0.4165641881
833	0.4161152175
834	0.4155742657
835	0.4149574504
836	0.4142615875
837	0.4135849023
838	0.4128972045
839	0.4127307413
840	0.4120653571
841	0.4113753965
842	0.4106879762
843	0.409933277
844	0.4091423338
845	0.4082797261
846	0.4076459702
847	0.4069291525
848	0.4066135704
849	0.4059669602
850	0.4055370643
851	0.4047619418
852	0.4039392585
853	0.4032115711
854	0.4024658557
855	0.401839579
856	0.4012293132
857	0.4008702931
858	0.4004390289
859	0.4003246313
860	0.399920752
861	0.3992940202
862	0.3991357318
863	0.3986051787
864	0.3982154229
865	0.397963939
866	0.3975189468
867	0.3970926283
868	0.3966855986
869	0.3960859038
870	0.3956729697
871	0.3949406063
872	0.3941817692
873	0.3938204697
874	0.3931092232
875	0.3924285817
876	0.3918280263
877	0.3915200506
878	0.3909919526
879	0.3903782936
880	0.3895999417
881	0.3889338031
882	0.3884225372
883	0.3878392023
884	0.3875425971
885	0.3873544501
886	0.3871134597
887	0.386745273
888	0.3863363658
889	0.3858117722
890	0.3852505836
891	0.3847195195
892	0.3841437932
893	0.3839093583
894	0.3831945879
895	0.3826359138
896	0.3819853082
897	0.3816130337
898	0.3811297533
899	0.3804574574
900	0.3800821387
901	0.3797024833
902	0.3791497457
903	0.3789685609
904	0.3785485078
905	0.37774044
906	0.3771058577
907	0.3766680812
908	0.3762733502
909	0.3756401818
910	0.3752538139
911	0.375034476
912	0.3746322593
913	0.3742454832
914	0.3735898251
915	0.3730308846
916	0.3725844775
917	0.3721291271
918	0.3715269565
919	0.3711868592
920	0.3708812705
921	0.3703620245
922	0.3698381485
923	0.3692708873
924	0.3686312374
925	0.368081661
926	0.3676464047
927	0.3671606757
928	0.3666281125
929	0.3660948527
930	0.3654615214
931	0.3652366774
932	0.3648778847
933	0.3641596416
934	0.3635786594
935	0.3631329591
936	0.3625640967
937	0.3620830776
938	0.3617822085
939	0.3611277229
940	0.360644072
941	0.3600493837
942	0.3593385091
943	0.358875676
944	0.358426285
945	0.3581460354
946	0.3579843751
947	0.3576724626
948	0.3574103676
949	0.3570537664
950	0.356907953
951	0.3565150379
952	0.3558317764
953	0.3554185854
954	0.354818161
955	0.3544376452
956	0.3537986695
957	0.3532726271
958	0.3528711762
959	0.352277619
960	0.3517974523
961	0.3512596558
962	0.3509842317
963	0.3503888329
964	0.3499939243
965	0.3496945524
966	0.3491733822
967	0.3488741045
968	0.3484777607
969	0.3481657825
970	0.3475748192
971	0.3470944322
972	0.3465652433
973	0.346138994
974	0.345823743
975	0.3453363724
976	0.3448529406
977	0.3444378223
978	0.3439298044
979	0.3434679826
980	0.3433502357
981	0.3429493142
982	0.3424975896
983	0.3420307921
984	0.3414051316
985	0.3408935325
986	0.3404314977
987	0.3401166661
988	0.3397233895
989	0.3393827667
990	0.3388102966
991	0.3383404639
992	0.3379035918
993	0.3374736062
994	0.3368983744
995	0.3365040512
996	0.335929483
997	0.33558151
998	0.3353635558
999	0.3350392325
